name,invasive
1,0.9999604821205139
2,0.0004445266677066684
3,0.03764905035495758
4,0.003453529207035899
5,0.9998180866241455
6,0.009166653268039227
7,0.008693237788975239
8,1.0
9,1.0
10,0.001033897278830409
11,0.00015095830895006657
12,0.0014650853117927909
13,0.014687202870845795
14,0.9996330142021179
15,0.0015151560073718429
16,0.006821755785495043
17,0.0010592801263555884
18,0.014727422036230564
19,0.000889333023224026
20,0.029696891084313393
21,0.999979555606842
22,0.0007597548537887633
23,0.9775789380073547
24,0.9999701380729675
25,0.9999993443489075
26,0.9998695850372314
27,0.999995231628418
28,0.0005253792623989284
29,0.0005875760689377785
30,0.0002499799302313477
31,0.004870524164289236
32,0.007450094912201166
33,0.999977171421051
34,0.9987854957580566
35,0.0031066453084349632
36,0.9999998211860657
37,0.0013622896512970328
38,0.10650017857551575
39,0.9979462027549744
40,0.0025499844923615456
41,0.9999988675117493
42,0.002636920427903533
43,0.0025229824241250753
44,0.004483408760279417
45,0.9997202754020691
46,0.1296176165342331
47,0.009574725292623043
48,0.9978097081184387
49,0.003244909457862377
50,0.9999998211860657
51,0.9999932646751404
52,0.9999997019767761
53,0.0006911919335834682
54,0.004448979161679745
55,0.9999993443489075
56,0.0004644748696591705
57,0.0024526375345885754
58,0.999991238117218
59,0.0025386090856045485
60,0.0021844764705747366
61,0.011080487631261349
62,0.02847914583981037
63,0.9999999403953552
64,1.0
65,0.005405159201472998
66,0.002935773925855756
67,0.0008133389055728912
68,0.9999983906745911
69,0.001380139379762113
70,0.9998242855072021
71,0.0006003355956636369
72,0.000920942984521389
73,0.0018680061912164092
74,0.017208555713295937
75,0.0006941401516087353
76,0.27397406101226807
77,0.9999995231628418
78,0.9998542666435242
79,0.09394759684801102
80,0.0005087059107609093
81,0.005145567003637552
82,0.011829961091279984
83,0.017268070951104164
84,0.001623084768652916
85,0.9999983906745911
86,0.02044164575636387
87,0.999999463558197
88,0.00891161896288395
89,0.9999629855155945
90,0.006119273137301207
91,0.9753780961036682
92,0.0020546058658510447
93,0.0019735812675207853
94,0.0013260081177577376
95,0.000649346096906811
96,0.02093292959034443
97,0.9997949600219727
98,0.0008738780743442476
99,0.9999969601631165
100,0.007484965026378632
101,0.9995994567871094
102,0.0021780228707939386
103,0.996088981628418
104,1.0
105,0.9999980330467224
106,0.001861024647951126
107,0.006398156750947237
108,0.9999053478240967
109,0.9953473210334778
110,0.0160767063498497
111,0.0010000396287068725
112,0.009702814742922783
113,0.0017896044300869107
114,0.01869284175336361
115,1.0
116,0.999999463558197
117,0.9999998211860657
118,0.021792815998196602
119,0.9996358752250671
120,0.9999998211860657
121,0.9999998211860657
122,0.0027003884315490723
123,0.9999520182609558
124,0.9999997019767761
125,0.9999997019767761
126,0.035521600395441055
127,0.0037609527353197336
128,0.9995863437652588
129,0.0040984866209328175
130,0.03904818743467331
131,0.0009099698509089649
132,0.006993879098445177
133,0.0014737251913174987
134,0.9999958872795105
135,0.03441693261265755
136,0.003560801735147834
137,0.6852968335151672
138,0.00613575242459774
139,0.9999977946281433
140,0.9999997615814209
141,0.9999890923500061
142,0.12013650685548782
143,0.009979489259421825
144,0.0025799230206757784
145,0.0015138272428885102
146,0.9951198101043701
147,0.999978244304657
148,1.0
149,0.01074920129030943
150,0.00034770669299177825
151,0.28844231367111206
152,0.015320699661970139
153,0.001103591057471931
154,0.9990362524986267
155,0.9994799494743347
156,1.0
157,0.001661011017858982
158,0.01089698076248169
159,0.0015928210923448205
160,0.9989237189292908
161,0.996157169342041
162,0.14593423902988434
163,0.004138751421123743
164,0.027058688923716545
165,0.9964565634727478
166,0.0007983443210832775
167,0.0011982917785644531
168,0.9999465942382812
169,0.9999998211860657
170,0.0008668319787830114
171,0.08304166793823242
172,0.0009804345900192857
173,0.9999999403953552
174,0.0016351178055629134
175,0.9999998211860657
176,0.0015420042909681797
177,0.012946286238729954
178,0.1898050159215927
179,0.9999999403953552
180,0.9999954104423523
181,0.9999322295188904
182,1.0
183,0.0017369906418025494
184,0.0006309340824373066
185,0.0004828630480915308
186,0.0033978254068642855
187,0.9991334080696106
188,0.0017635076073929667
189,0.001867077313363552
190,0.9884825348854065
191,0.010336288250982761
192,1.0
193,0.9999992847442627
194,0.0007294209790416062
195,0.0024271735455840826
196,0.001656508888117969
197,0.0030370827298611403
198,0.2500529885292053
199,0.013887614011764526
200,0.9999998211860657
201,0.026172278448939323
202,0.9999971389770508
203,0.9999442100524902
204,0.9999566078186035
205,0.00027446894091553986
206,0.0019011148251593113
207,0.12696976959705353
208,0.0003265398263465613
209,0.9999985098838806
210,0.9999998211860657
211,0.9788138270378113
212,0.0009169178083539009
213,0.0029853556770831347
214,0.9999998211860657
215,0.01258693728595972
216,0.49748578667640686
217,0.003715757979080081
218,0.0026595229282975197
219,0.000721567717846483
220,0.9999975562095642
221,1.0
222,0.9999845623970032
223,0.9999647736549377
224,0.005527989938855171
225,0.9999995231628418
226,0.0009749834425747395
227,1.0
228,0.9999999403953552
229,1.0
230,0.0005190193769522011
231,0.9999390244483948
232,0.9999852180480957
233,0.06951867789030075
234,0.9998936057090759
235,0.010694404132664204
236,0.9999997019767761
237,0.9999914169311523
238,0.001373324659653008
239,0.9999761581420898
240,0.0008706189692020416
241,0.0007239098777063191
242,0.021653717383742332
243,0.0011655119014903903
244,1.0
245,0.9999830722808838
246,0.0755985900759697
247,0.2604641318321228
248,1.0
249,0.9969449639320374
250,0.01138655561953783
251,0.007627356797456741
252,0.0026077141519635916
253,1.0
254,0.001831559813581407
255,0.003897444112226367
256,0.0009501574095338583
257,0.0029376139864325523
258,0.9999999403953552
259,0.9999799728393555
260,0.002227867254987359
261,0.9949245452880859
262,0.005931342486292124
263,0.022059956565499306
264,1.0
265,0.00026996145606972277
266,0.020581446588039398
267,1.0
268,0.9999914765357971
269,0.11134877055883408
270,0.002825869247317314
271,0.9999995231628418
272,0.0186297744512558
273,1.0
274,0.0015885569155216217
275,0.014408870600163937
276,0.9999975562095642
277,0.03817855566740036
278,0.9999446868896484
279,0.0011936789378523827
280,0.9999968409538269
281,0.9999995231628418
282,0.011212649755179882
283,0.038836512714624405
284,0.0005403110408224165
285,0.9720757603645325
286,0.00315345567651093
