name,invasive
1,0.9999852180480957
2,0.007101194467395544
3,0.026823922991752625
4,0.01937655173242092
5,0.9999996423721313
6,0.002201956231147051
7,0.060622990131378174
8,1.0
9,1.0
10,0.0006892442470416427
11,0.00018580432515591383
12,0.0008808277198113501
13,0.00046787739847786725
14,1.0
15,0.0025265731383115053
16,0.07134085893630981
17,0.000620607694145292
18,0.017006397247314453
19,0.0003320694377180189
20,0.003036394016817212
21,1.0
22,0.0026610454078763723
23,0.9997579455375671
24,0.999880313873291
25,1.0
26,1.0
27,1.0
28,0.0005912235355935991
29,0.0005337719339877367
30,0.00036186608485877514
31,0.007932895794510841
32,0.007579486351460218
33,1.0
34,1.0
35,0.0032347422093153
36,1.0
37,0.0070235650055110455
38,0.01022383850067854
39,0.999911904335022
40,0.0007638769457116723
41,1.0
42,0.0007337525603361428
43,0.007258038502186537
44,0.0022859550081193447
45,1.0
46,0.06878653913736343
47,0.002258211374282837
48,0.9999915361404419
49,0.007485982030630112
50,1.0
51,1.0
52,1.0
53,0.009216442704200745
54,0.015071111731231213
55,0.9999984502792358
56,0.00029089959571138024
57,0.0005389422876760364
58,1.0
59,0.005156427621841431
60,0.004878856707364321
61,0.04228192940354347
62,0.032335080206394196
63,1.0
64,1.0
65,0.00966719351708889
66,0.008099650032818317
67,0.0003001738805323839
68,1.0
69,0.0006548092351295054
70,1.0
71,0.0010561378439888358
72,0.0011155264219269156
73,0.007157995365560055
74,0.009098797105252743
75,0.0011005103588104248
76,0.3812330663204193
77,1.0
78,1.0
79,0.12817193567752838
80,0.0002657950681168586
81,0.00625142315402627
82,0.017017409205436707
83,0.022437935695052147
84,0.0016101703513413668
85,1.0
86,0.023131677880883217
87,1.0
88,0.009072241373360157
89,1.0
90,0.007735870778560638
91,0.9895753860473633
92,0.0027621248736977577
93,0.0054687014780938625
94,0.001227709697559476
95,0.000194226682651788
96,0.0594094842672348
97,1.0
98,0.003718292573466897
99,1.0
100,0.010802019387483597
101,0.9943292737007141
102,0.0010547904530540109
103,0.9976162910461426
104,1.0
105,0.9999990463256836
106,0.0006971757393330336
107,0.003821588819846511
108,0.9999686479568481
109,0.9999231100082397
110,0.049914080649614334
111,0.0021624774672091007
112,0.046666406095027924
113,0.0009698161156848073
114,0.08325941860675812
115,1.0
116,1.0
117,1.0
118,0.04051961004734039
119,1.0
120,1.0
121,1.0
122,0.028068525716662407
123,0.99997878074646
124,1.0
125,1.0
126,0.0021994998678565025
127,0.0013516987673938274
128,1.0
129,0.022213207557797432
130,0.019689898937940598
131,0.0011270944960415363
132,0.0008699026075191796
133,0.005578430835157633
134,1.0
135,0.7610865235328674
136,0.005038288421928883
137,0.9849677681922913
138,0.028047380968928337
139,1.0
140,1.0
141,1.0
142,0.412568598985672
143,0.018574394285678864
144,0.005393799394369125
145,0.003041820600628853
146,0.9999997615814209
147,1.0
148,1.0
149,0.024987276643514633
150,0.0002505761513020843
151,0.002169929211959243
152,0.029457122087478638
153,0.0004035613383166492
154,1.0
155,0.9999991655349731
156,1.0
157,0.003049343591555953
158,0.0008242758922278881
159,0.017593003809452057
160,1.0
161,0.9998296499252319
162,0.1525382548570633
163,0.008124712854623795
164,0.029296565800905228
165,0.999997615814209
166,0.002641920465976
167,0.02543989010155201
168,1.0
169,1.0
170,0.01754378154873848
171,0.13479380309581757
172,0.0005937375826761127
173,1.0
174,0.0005470194737426937
175,1.0
176,0.0023002326488494873
177,0.027267413213849068
178,0.015350528992712498
179,1.0
180,0.9999992847442627
181,0.9995618462562561
182,1.0
183,0.02210119739174843
184,0.0013395731803029776
185,0.0004459428309928626
186,0.00018980898312292993
187,0.999997615814209
188,0.0024989377707242966
189,0.004173824097961187
190,0.9972099661827087
191,0.009962901473045349
192,1.0
193,1.0
194,0.0017258403822779655
195,0.002363760257139802
196,0.0018792481860145926
197,0.0007176695507951081
198,0.5579019784927368
199,0.2991010546684265
200,1.0
201,0.006119230296462774
202,1.0
203,1.0
204,0.9999642372131348
205,0.00045372426393441856
206,0.0005214938428252935
207,0.21280807256698608
208,0.0009860002901405096
209,1.0
210,1.0
211,0.9994445443153381
212,0.0005610978114418685
213,0.0015014867531135678
214,1.0
215,0.0005522378487512469
216,0.871547281742096
217,0.01403171569108963
218,0.014061360619962215
219,0.014597208239138126
220,1.0
221,1.0
222,0.9999998807907104
223,1.0
224,0.001773808617144823
225,1.0
226,0.002369991037994623
227,1.0
228,1.0
229,1.0
